"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上野毛","上野毛",7,70000000,"３ＤＫ",50,"1993年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上野毛","上野毛",6,64000000,"２ＬＤＫ",70,"1989年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上野毛","上野毛",12,98000000,"３ＬＤＫ",85,"1984年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上野毛","上野毛",6,11000000,"１Ｋ",20,"1991年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上野毛","上野毛",6,12000000,"１Ｋ",20,"1991年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上野毛","上野毛",9,77000000,"３ＬＤＫ",80,"1983年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上野毛","上野毛",6,98000000,"",110,"1971年","ＲＣ","","住宅","１中住専",60,200,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上野毛","上野毛",6,24000000,"",25,"2013年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上用賀","桜新町",10,49000000,"１ＤＫ",50,"1968年","ＳＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上用賀","用賀",11,55000000,"１ＬＤＫ",50,"2009年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上用賀","用賀",11,110000000,"３ＬＤＫ",75,"2000年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上用賀","用賀",9,57000000,"３ＬＤＫ",75,"1968年","ＳＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","上用賀","用賀",19,85000000,"３ＬＤＫ",70,"1997年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","北烏山","久我山",10,40000000,"３ＬＤＫ",55,"1975年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","北烏山","久我山",9,43000000,"３ＬＤＫ",55,"1975年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","北烏山","千歳烏山",6,81000000,"",80,"2005年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","北烏山","千歳烏山",9,19000000,"",25,"2012年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","北烏山","芦花公園",11,12000000,"２ＬＤＫ",40,"1988年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","北烏山","芦花公園",4,53000000,"２ＬＤＫ",60,"","ＲＣ","住宅","住宅","準住居",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","北沢","池ノ上",3,34000000,"１ＬＤＫ",30,"1988年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","北沢","下北沢",2,38000000,"１Ｋ",25,"1982年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","北沢","東北沢",2,59000000,"１ＬＤＫ",30,"2018年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","北沢","東北沢",2,82000000,"１ＤＫ",40,"2020年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","喜多見","成城学園前",25,43000000,"２ＬＤＫ",75,"2005年","ＲＣ","住宅","住宅","１低住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","砧","成城学園前",15,7400000,"１Ｋ",15,"1991年","ＲＣ","住宅","住宅","２種住居",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","砧","祖師ケ谷大蔵",8,25000000,"１ＤＫ",25,"2003年","ＲＣ","住宅","住宅","２中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","砧","祖師ケ谷大蔵",18,92000000,"３ＬＤＫ",70,"2017年","ＲＣ","住宅","住宅","２種住居",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","砧","祖師ケ谷大蔵",4,58000000,"１ＬＤＫ",65,"2013年","ＲＣ","住宅","","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","砧","祖師ケ谷大蔵",4,86000000,"３ＬＤＫ",70,"2010年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","砧","祖師ケ谷大蔵",6,24000000,"１Ｋ",25,"2006年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","砧","祖師ケ谷大蔵",6,35000000,"１Ｋ",25,"2020年","","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","砧","千歳船橋",8,55000000,"３ＬＤＫ",65,"1986年","ＳＲＣ","住宅","住宅","準住居",60,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","砧","千歳船橋",8,25000000,"１Ｋ",25,"2012年","ＲＣ","住宅","住宅","２中住専",60,200,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","給田","仙川",10,60000000,"２ＬＤＫ",60,"2001年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","給田","仙川",11,22000000,"１Ｋ",25,"2007年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","給田","千歳烏山",9,43000000,"３ＬＤＫ",55,"1983年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","給田","千歳烏山",7,43000000,"２ＬＤＫ",50,"1984年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","経堂","経堂",8,110000000,"３ＬＤＫ",70,"2014年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","経堂","経堂",6,13000000,"１Ｋ",15,"1984年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","経堂","経堂",7,33000000,"２ＬＤＫ",65,"1969年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","経堂","経堂",3,150000000,"３ＬＤＫ",95,"1990年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","経堂","経堂",1,17000000,"１Ｋ",15,"1976年","ＳＲＣ","住宅","店舗","商業",80,500,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","豪徳寺","豪徳寺",4,14000000,"１Ｋ",15,"1987年","ＲＣ","","住宅","近隣商業",80,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","駒沢","駒沢大学",19,62000000,"３ＬＤＫ",90,"1988年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","駒沢","駒沢大学",4,100000000,"２ＬＤＫ",60,"2014年","ＲＣ","住宅","住宅","商業",80,500,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","駒沢","駒沢大学",9,64000000,"２ＬＤＫ",65,"2014年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","駒沢","桜新町",10,25000000,"",20,"2001年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜","上町",8,52000000,"３ＬＤＫ",75,"2003年","鉄骨造","住宅","住宅","近隣商業",80,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜丘","千歳船橋",4,76000000,"２ＬＤＫ",60,"2016年","ＲＣ","住宅","住宅","近隣商業",80,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜丘","千歳船橋",10,100000000,"３ＬＤＫ",95,"2003年","ＲＣ","住宅","住宅","１低住専",60,150,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜丘","千歳船橋",10,39000000,"２ＬＤＫ",60,"1984年","ＲＣ","住宅","住宅","１低住専",60,150,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜丘","千歳船橋",8,76000000,"２ＬＤＫ",75,"1993年","ＳＲＣ","","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜丘","千歳船橋",15,60000000,"３ＬＤＫ",55,"2014年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜丘","千歳船橋",15,57000000,"３ＬＤＫ",60,"2014年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜丘","千歳船橋",10,42000000,"２ＬＤＫ",50,"1984年","ＲＣ","住宅","住宅","１低住専",60,150,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜上水","桜上水",2,31000000,"２ＤＫ",50,"1985年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜上水","桜上水",5,120000000,"３ＬＤＫ",70,"2015年","ＲＣ","","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜上水","桜上水",12,56000000,"３ＬＤＫ",65,"1995年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜上水","桜上水",4,140000000,"３ＬＤＫ",85,"2015年","ＲＣ","","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜上水","桜上水",5,97000000,"２ＬＤＫ",70,"2015年","ＲＣ","","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜新町","桜新町",3,65000000,"１ＬＤＫ",40,"2004年","ＲＣ","住宅","住宅","準工業",60,200,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜新町","桜新町",6,78000000,"２ＬＤＫ",50,"2007年","ＲＣ","住宅","住宅","準工業",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜新町","桜新町",5,45000000,"１ＤＫ",30,"2005年","ＲＣ","","住宅","準工業",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","桜新町","桜新町",8,100000000,"２ＬＤＫ",65,"2012年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三軒茶屋","三軒茶屋",8,23000000,"１Ｋ",15,"1998年","ＳＲＣ","","住宅","商業",80,500,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三軒茶屋","三軒茶屋",12,91000000,"２ＬＤＫ",65,"2004年","ＲＣ","","住宅","１種住居",60,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三軒茶屋","三軒茶屋",7,38000000,"１Ｋ",25,"2018年","ＲＣ","","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三軒茶屋","三軒茶屋",11,33000000,"１ＬＤＫ",35,"1971年","ＳＲＣ","","住宅","近隣商業",80,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三軒茶屋","三軒茶屋",1,29000000,"１Ｋ",20,"2006年","ＲＣ","","その他","近隣商業",80,300,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三軒茶屋","三軒茶屋",6,95000000,"２ＬＤＫ",55,"2014年","ＲＣ","","住宅","近隣商業",80,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三軒茶屋","三軒茶屋",2,95000000,"２ＬＤＫ",50,"2013年","ＲＣ","","住宅","商業",80,600,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","下馬","学芸大学",6,48000000,"２ＤＫ",30,"1995年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","下馬","三軒茶屋",18,33000000,"２ＬＤＫ",45,"1991年","ＲＣ","住宅","","２低住専",60,150,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","下馬","三軒茶屋",9,39000000,"１ＬＤＫ",30,"2007年","ＲＣ","住宅","住宅","２低住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","下馬","祐天寺",12,82000000,"３ＬＤＫ",70,"1996年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","成城","成城学園前",2,200000000,"２ＤＫ",65,"","","住宅","住宅","１中住専",60,150,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","成城","成城学園前",2,50000000,"２ＬＤＫ",50,"1973年","ＳＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","成城","成城学園前",15,42000000,"２ＬＤＫ",45,"1986年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","瀬田","二子玉川",15,75000000,"３ＬＤＫ",80,"1970年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","瀬田","用賀",8,24000000,"１ＤＫ",25,"1997年","ＳＲＣ","住宅","住宅","近隣商業",80,300,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","世田谷","松陰神社前",2,86000000,"３ＬＤＫ",65,"1998年","ＲＣ","住宅","住宅","２種住居",60,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","世田谷","世田谷",8,72000000,"３ＬＤＫ",70,"2001年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","太子堂","三軒茶屋",2,65000000,"３ＬＤＫ",60,"1974年","ＳＲＣ","","住宅","１種住居",60,200,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","太子堂","三軒茶屋",2,77000000,"２ＤＫ",60,"1974年","ＳＲＣ","","住宅","１種住居",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","太子堂","三軒茶屋",9,43000000,"１Ｋ",25,"2017年","ＲＣ","","住宅","１種住居",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","太子堂","三軒茶屋",4,22000000,"１Ｋ",20,"1998年","ＲＣ","","住宅","近隣商業",80,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","太子堂","三軒茶屋",6,32000000,"２ＤＫ",40,"1978年","ＳＲＣ","","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","太子堂","三軒茶屋",2,14000000,"１Ｋ",15,"1984年","ＲＣ","","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","太子堂","三軒茶屋",2,63000000,"２ＬＤＫ",60,"1974年","ＳＲＣ","","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","太子堂","三軒茶屋",8,26000000,"１Ｋ",20,"2003年","ＲＣ","","その他","商業",80,500,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","太子堂","三軒茶屋",2,65000000,"２ＬＤＫ",60,"1974年","ＳＲＣ","","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","代田","新代田",2,23000000,"１Ｒ",20,"1998年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","代田","世田谷代田",4,14000000,"１Ｒ",15,"1986年","ＲＣ","住宅","住宅","１低住専",60,150,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","代田","世田谷代田",7,33000000,"１Ｋ",25,"2019年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","玉川","二子玉川",6,150000000,"２ＬＤＫ",65,"2010年","ＲＣ","","住宅","１種住居",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","玉川","二子玉川",6,210000000,"３ＬＤＫ",85,"2010年","ＲＣ","","住宅","１種住居",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","玉川","二子玉川",13,62000000,"１ＬＤＫ",50,"2002年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","玉川","二子玉川",2,200000000,"３ＬＤＫ",70,"2024年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","玉川台","用賀",5,42000000,"１ＬＤＫ",40,"1984年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","玉川田園調布","田園調布",8,68000000,"２ＬＤＫ",70,"2010年","ＲＣ","住宅","住宅","２種住居",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","千歳台","千歳烏山",23,72000000,"３ＬＤＫ",70,"2019年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","千歳台","千歳烏山",17,51000000,"３ＬＤＫ",70,"2005年","ＲＣ","","その他","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","千歳台","千歳船橋",25,48000000,"２ＬＤＫ",65,"2007年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","千歳台","千歳船橋",11,18000000,"１Ｋ",15,"1999年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","千歳台","千歳船橋",11,20000000,"１Ｋ",15,"1999年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","千歳台","八幡山",18,35000000,"２ＬＤＫ",55,"1978年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","上町",8,120000000,"",75,"2012年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","駒沢大学",13,60000000,"２ＬＤＫ",55,"1977年","ＲＣ","住宅","住宅","２中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","桜新町",7,59000000,"",60,"2010年","ＲＣ","","","１中住専",60,200,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","桜新町",10,93000000,"２ＬＤＫ",65,"2010年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","桜新町",5,18000000,"１Ｋ",15,"1986年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","桜新町",13,130000000,"３ＬＤＫ",75,"2018年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","桜新町",10,88000000,"２ＬＤＫ",65,"2000年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","桜新町",11,82000000,"３ＬＤＫ",80,"1990年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","桜新町",10,94000000,"２ＬＤＫ",70,"2000年","ＲＣ","","住宅","１低住専",60,150,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","世田谷",9,80000000,"２ＬＤＫ",60,"1994年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","世田谷",10,98000000,"２ＬＤＫ",75,"2003年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","世田谷",9,120000000,"３ＬＤＫ",80,"2002年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","弦巻","世田谷",11,88000000,"３ＬＤＫ",70,"1997年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","尾山台",6,17000000,"１ＬＤＫ",35,"1968年","ＲＣ","住宅","住宅","２種住居",60,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","尾山台",9,110000000,"３ＬＤＫ",65,"2006年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","尾山台",2,75000000,"２ＬＤＫ",55,"1998年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","尾山台",7,25000000,"１Ｋ",25,"2005年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","尾山台",8,110000000,"２ＬＤＫ",70,"2007年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","尾山台",3,29000000,"１Ｋ",25,"2013年","ＲＣ","住宅","その他","近隣商業",80,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","尾山台",2,72000000,"２ＬＤＫ",50,"1994年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","尾山台",10,97000000,"３ＬＤＫ",70,"2011年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","九品仏",11,130000000,"３ＬＤＫ",70,"1998年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","自由が丘(東京)",15,160000000,"３ＬＤＫ",100,"2001年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","等々力",9,80000000,"３ＬＤＫ",70,"2012年","ＲＣ","住宅","","１中住専",60,200,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","等々力",1,70000000,"３ＬＤＫ",55,"1995年","ＳＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","等々力",13,68000000,"３ＬＤＫ",70,"1995年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","等々力","等々力",11,73000000,"２ＬＤＫ",70,"","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
