"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","中町","上野毛",9,85000000,"３ＬＤＫ",65,"2004年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","中町","上野毛",15,21000000,"２ＬＤＫ",45,"1967年","鉄骨造","住宅","住宅","近隣商業",80,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","中町","上野毛",8,64000000,"２ＬＤＫ",65,"2001年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","野沢","学芸大学",12,27000000,"２ＤＫ",40,"1970年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","野沢","学芸大学",11,100000000,"２ＤＫ",65,"1999年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","野沢","学芸大学",12,45000000,"１ＬＤＫ",45,"1972年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","野沢","学芸大学",15,75000000,"３ＬＤＫ",75,"2000年","ＲＣ","住宅","住宅","１低住専",50,150,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","野沢","学芸大学",12,62000000,"３ＬＤＫ",75,"1970年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","野沢","駒沢大学",6,70000000,"１ＬＤＫ",55,"2004年","ＲＣ","住宅","住宅","１低住専",60,150,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","野沢","駒沢大学",7,66000000,"３ＬＤＫ",65,"1985年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","野沢","駒沢大学",8,49000000,"２ＬＤＫ",50,"1994年","ＲＣ","住宅","住宅","１低住専",60,150,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","八幡山","八幡山",15,48000000,"２ＬＤＫ",50,"2003年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","八幡山","八幡山",15,58000000,"３ＬＤＫ",65,"2003年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","東玉川","奥沢",12,60000000,"３ＬＤＫ",100,"1968年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","東玉川","田園調布",7,25000000,"１Ｋ",25,"2005年","ＲＣ","住宅","住宅","２種住居",60,200,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","東玉川","田園調布",6,9500000,"１Ｋ",15,"1986年","ＲＣ","住宅","住宅","２種住居",60,200,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","深沢","尾山台",14,77000000,"２ＬＤＫ",65,"2001年","ＲＣ","住宅","住宅","１低住専",60,150,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","深沢","尾山台",19,50000000,"１ＬＤＫ",50,"1984年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","深沢","尾山台",16,90000000,"２ＬＤＫ",95,"1992年","ＲＣ","住宅","住宅","２低住専",60,150,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","深沢","学芸大学",15,200000000,"３ＬＤＫ",95,"2005年","ＲＣ","","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","深沢","駒沢大学",20,110000000,"",80,"1999年","ＲＣ","","住宅","１中住専",60,200,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","深沢","駒沢大学",16,86000000,"２ＬＤＫ",70,"1995年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","深沢","駒沢大学",15,120000000,"３ＬＤＫ",120,"2001年","ＲＣ","住宅","住宅","１低住専",50,100,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","深沢","桜新町",18,80000000,"３ＬＤＫ",100,"1998年","ＳＲＣ","住宅","住宅","１低住専",50,100,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","深沢","桜新町",17,140000000,"３ＬＤＫ",115,"1989年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","深沢","都立大学",16,160000000,"２ＬＤＫ",80,"2004年","ＲＣ","","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","船橋","千歳船橋",9,62000000,"２ＬＤＫ",50,"2012年","ＲＣ","住宅","住宅","２種住居",60,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","船橋","千歳船橋",9,70000000,"２ＬＤＫ",60,"2007年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","船橋","千歳船橋",12,79000000,"３ＬＤＫ",65,"2003年","ＳＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","船橋","千歳船橋",15,73000000,"３ＬＤＫ",70,"2010年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","船橋","千歳船橋",17,33000000,"２ＬＤＫ",45,"1985年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","梅ケ丘",6,82000000,"２ＬＤＫ",75,"2007年","ＲＣ","","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","豪徳寺",4,22000000,"１Ｋ",20,"2007年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","下高井戸",4,92000000,"３ＬＤＫ",60,"2020年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","下高井戸",7,37000000,"１ＬＤＫ",40,"1986年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","明大前",7,16000000,"１Ｒ",15,"1988年","ＳＲＣ","住宅","その他","商業",80,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","明大前",2,50000000,"１ＬＤＫ",50,"1985年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","明大前",6,31000000,"１Ｋ",25,"2013年","ＲＣ","住宅","住宅","商業",80,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","明大前",8,12000000,"１Ｋ",15,"1985年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","明大前",2,20000000,"",15,"1999年","ＲＣ","","その他","商業",80,400,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","明大前",4,37000000,"１ＤＫ",25,"2016年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","明大前",6,24000000,"１Ｋ",20,"1999年","ＲＣ","住宅","その他","商業",80,400,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","松原","明大前",4,35000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","商業",80,400,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三宿","池尻大橋",9,60000000,"１ＬＤＫ",40,"1998年","ＲＣ","","","近隣商業",80,300,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三宿","池尻大橋",11,31000000,"１Ｋ",25,"2017年","ＲＣ","住宅","住宅","近隣商業",80,200,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三宿","池尻大橋",11,32000000,"２ＤＫ",40,"1975年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三宿","池尻大橋",9,30000000,"１ＤＫ",30,"1998年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三宿","池尻大橋",11,24000000,"２ＬＤＫ",40,"1975年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三宿","三軒茶屋",7,80000000,"１ＬＤＫ",50,"1996年","ＳＲＣ","","住宅","商業",80,500,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","三宿","三軒茶屋",8,27000000,"１Ｋ",20,"2001年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","南烏山","千歳烏山",4,77000000,"２ＬＤＫ",55,"2016年","ＲＣ","","住宅","１中住専",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","南烏山","千歳烏山",6,7200000,"１Ｋ",15,"1990年","鉄骨造","住宅","住宅","１種住居",60,200,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","南烏山","千歳烏山",6,13000000,"",15,"1984年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","南烏山","千歳烏山",4,11000000,"１Ｋ",15,"1985年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","南烏山","千歳烏山",4,79000000,"１Ｋ",15,"1985年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13112","東京都","世田谷区","南烏山","千歳烏山",4,82000000,"３ＬＤＫ",70,"2016年","ＲＣ","","住宅","１中住専",60,200,"2025年第1四半期","未改装",""
